cell_line	drugcombo	mean.bliss.estimate	p.value	conf.int.low	conf.int.high	p.value.bonferroni
A498	5Z	NA	NA	NA	NA	NA
SW-620	5Z	NA	NA	NA	NA	NA
AGS	5Z	NA	NA	NA	NA	NA
DU-145	5Z	NA	NA	NA	NA	NA
UACC-62	5Z	NA	NA	NA	NA	NA
SF-295	5Z	NA	NA	NA	NA	NA
COLO 205	5Z	NA	NA	NA	NA	NA
MDA-MB-468	5Z	NA	NA	NA	NA	NA
AGS	PI RU	0.0971307547988903	2.72505783688949e-07	0.0672570001453579	0.127004509452423	0.000372787912086483
DU-145	PI RU	-0.000981830222841003	0.945371017708822	-0.0297787668655232	0.0278151064198412	1
UACC-62	PI RU	0.0548056203349299	0.00123078330546994	0.022999920992226	0.0866113196776338	1
SF-295	PI RU	0.0592259615339391	0.000887215420134669	0.025947256168544	0.0925046668993342	1
COLO 205	PI RU	0.0572383472505014	7.72507564930463e-07	0.0375318521917224	0.0769448423092804	0.00105679034882487
MDA-MB-468	PI RU	0.103238407083219	0.0538057593299207	-0.00209136610550201	0.208568180271939	1
A498	PK RU	0.0335747066814058	0.0150570165553785	0.00687335032088076	0.0602760630419309	1
SW-620	PK RU	0.023953397397441	0.00636664454766135	0.00715193377819687	0.0407548610166851	1
AGS	PK RU	0.0551009037346551	0.0017309684462618	0.0224507816120293	0.0877510258572809	1
DU-145	PK RU	0.0450837454663063	0.00626486726123742	0.0135285309092235	0.0766389600233891	1
UACC-62	PK RU	0.047025968558009	0.00382212083502462	0.0161051759048659	0.077946761211152	1
SF-295	PK RU	0.0267177915494622	0.0242770047627546	0.00366063800293247	0.0497749450959919	1
COLO 205	PK RU	0.06651220787712	0.0039662846497086	0.0225820241532209	0.110442391601019	1
MDA-MB-468	PK RU	0.0626293215262531	0.0660678540830819	-0.00512398626614106	0.130382629318647	1
A498	JN RU	0.0605251478825848	1.61220242357666e-06	0.0388375615839615	0.0822127341812081	0.00220549291545287
SW-620	JN RU	0.00982557352505676	0.107121940532295	-0.00222454125675135	0.0218756883068649	1
AGS	JN RU	0.0978293402617185	1.08312609461114e-06	0.0652468444151749	0.130411836108262	0.00148171649742804
DU-145	JN RU	0.014909763093973	0.223229034121163	-0.00945637243991099	0.0392758986278571	1
UACC-62	JN RU	0.0371551872294705	0.00296765670155838	0.0134443998900954	0.0608659745688457	1
SF-295	JN RU	0.0755812991491901	2.79813011240938e-08	0.0534753847769343	0.0976872135214458	3.82784199377603e-05
COLO 205	JN RU	0.0178984428583078	0.177104524264045	-0.00843879341011013	0.0442356791267258	1
MDA-MB-468	JN RU	0.0490148702093837	0.176550508445961	-0.0265910367177069	0.124620777136474	1
A498	D1 RU	0.044452647806638	0.0264009018307406	0.00549236393481436	0.0834129316784617	1
SW-620	D1 RU	-0.0111507466130647	0.280819430373608	-0.0317739774428155	0.00947248421668613	1
AGS	D1 RU	0.11165539896971	1.85458869687472e-10	0.0877441902990106	0.13556660764041	2.53707733732461e-07
DU-145	D1 RU	0.0742965989620936	1.99352953721055e-05	0.0433262103314456	0.105266987592742	0.0272714840690403
UACC-62	D1 RU	0.0343892925993663	0.010831942544912	0.00839760789308922	0.0603809773056434	1
SF-295	D1 RU	0.0697711406733643	9.03856304986539e-07	0.0455473207451307	0.0939949606015978	0.00123647542522159
COLO 205	D1 RU	0.0742173927640316	5.90062816516134e-10	0.0558073860755316	0.0926273994525315	8.07205932994071e-07
MDA-MB-468	D1 RU	-0.010014485681578	0.688546208365441	-0.0647313858246801	0.0447024144615241	1
A498	60 RU	0.0504939797258299	0.0454326531839533	0.00107873903749086	0.0999092204141689	1
SW-620	60 RU	0.0301221970196868	0.00208251725325449	0.0116493696509932	0.0485950243883805	1
AGS	60 RU	0.176781297347926	9.80515264011574e-07	0.118250784216361	0.235311810479492	0.00134134488116783
DU-145	60 RU	0.0823006409733906	2.96682659080307e-09	0.0604843198996254	0.104116962047156	4.0586187762186e-06
UACC-62	60 RU	0.0545653708903589	3.1117409855152e-05	0.0311332305704994	0.0779975112102183	0.042568616681848
SF-295	60 RU	0.101221377138167	3.75529826183054e-11	0.0786505813137454	0.123792172962588	5.13724802218417e-08
COLO 205	60 RU	0.06410914498232	2.19480896914262e-09	0.0473285185719976	0.0808897713926424	3.00249866978711e-06
MDA-MB-468	60 RU	0.0721708214540689	0.037441576836447	0.00522586441300534	0.139115778495133	1
A498	SB RU	0.0650682082955354	0.0104062579889117	0.0161802631346441	0.113956153456427	1
SW-620	SB RU	0.0640473624503241	8.79318562333699e-08	0.0442847018284279	0.0838100230722203	0.00012029077932725
AGS	SB RU	0.205538320043918	9.93065642485118e-08	0.15361197482684	0.257464665260997	0.000135851379891964
DU-145	SB RU	0.110114565810154	1.30099632643844e-08	0.0812760890525155	0.138953042567792	1.77976297456779e-05
UACC-62	SB RU	0.0602312011684824	3.18721039076767e-06	0.037800272671862	0.0826621296651029	0.00436010381457017
SF-295	SB RU	0.104668445071816	1.09642120791631e-08	0.0753152210455235	0.134021669098109	1.49990421242952e-05
COLO 205	SB RU	0.0820032741071419	4.42827922037279e-12	0.0650904632165156	0.0989160849977682	6.05788597346998e-09
MDA-MB-468	SB RU	0.0843029754221347	0.00518473880107203	0.0322865365633816	0.136319414280888	1
A498	D4	NA	NA	NA	NA	NA
SW-620	D4	NA	NA	NA	NA	NA
AGS	D4	NA	NA	NA	NA	NA
DU-145	D4	NA	NA	NA	NA	NA
UACC-62	D4	NA	NA	NA	NA	NA
SF-295	D4	NA	NA	NA	NA	NA
COLO 205	D4	NA	NA	NA	NA	NA
MDA-MB-468	D4	NA	NA	NA	NA	NA
A498	5Z D4	-0.0271338188411663	0.043715075276581	-0.0534635597692821	-0.000804077913050471	1
SW-620	5Z D4	0.000171367770068846	0.98791414884845	-0.0225649746970942	0.0229077102372319	1
AGS	5Z D4	-0.0453113226168357	0.00537984917303466	-0.0761117828445769	-0.0145108623890945	1
DU-145	5Z D4	-0.0614791940061259	1.53561532301441e-05	-0.0866757400517956	-0.0362826479604563	0.0210072176188371
UACC-62	5Z D4	-0.0339921809124709	0.0233138347036432	-0.0631125905398473	-0.00487177128509455	1
SF-295	5Z D4	-0.0298254419196902	0.0339957526960401	-0.0572792528833464	-0.00237163095603399	1
COLO 205	5Z D4	-0.0306930903963015	0.00918767583219335	-0.0533400031756584	-0.00804617761694471	1
MDA-MB-468	5Z D4	0.0570777305503613	0.0995374076162014	-0.0132472048447202	0.127402665945443	1
A498	AK D4	-0.0703918748159683	0.0133364006101311	-0.12530754343481	-0.0154762061971267	1
SW-620	AK D4	-0.0219654769891774	0.0683401505605543	-0.0456651657286068	0.00173421175025203	1
AGS	AK D4	-0.0867117196312047	0.0399756176251381	-0.169174595398749	-0.00424884386366072	1
DU-145	AK D4	-0.0931204358258745	1.12575444376421e-05	-0.130538489542855	-0.0557023821088935	0.0154003207906944
UACC-62	AK D4	-0.0831269453837922	0.00223547261687387	-0.134503829177683	-0.0317500615899012	1
SF-295	AK D4	-0.0663859321388908	0.0127598419721495	-0.117822211730684	-0.0149496525470977	1
COLO 205	AK D4	-0.0531984420630281	0.0161285121167157	-0.0959803473139487	-0.0104165368121076	1
MDA-MB-468	AK D4	-0.00654749882428792	0.871302698280556	-0.0954065532006885	0.0823115555521127	1
A498	BI D4	0.0158835529296456	0.0869259116337984	-0.00241146684371192	0.0341785727030032	1
SW-620	BI D4	0.0237743519418201	0.091199305905427	-0.003992141667812	0.0515408455514521	1
AGS	BI D4	0.0469416188726294	0.00533089890433941	0.0150717106293946	0.0788115271158642	1
DU-145	BI D4	0.0020887768542685	0.792172547351022	-0.0138361556626946	0.0180137093712316	1
UACC-62	BI D4	0.0119505750087188	0.297616869412793	-0.0109471250441512	0.0348482750615887	1
SF-295	BI D4	0.0205092023362696	0.0098901533183667	0.0052144124279489	0.0358039922445902	1
COLO 205	BI D4	0.0153545401792973	0.139502378872247	-0.00523467199706986	0.0359437523556644	1
MDA-MB-468	BI D4	0.0127281002849005	0.663275241359412	-0.051240224014699	0.0766964245844999	1
A498	CT D4	0.0677271875124861	4.87835573386616e-06	0.0418679886615136	0.0935863863634585	0.00667359064392891
SW-620	CT D4	0.0734601145343053	3.43155541627386e-05	0.0417025547433753	0.105217674325235	0.0469436780946264
AGS	CT D4	0.0887796441814203	0.000124895597352184	0.0477458109644175	0.129813477398423	0.170857177177787
DU-145	CT D4	0.0287595322481841	0.00709650542601379	0.00829057109914636	0.0492284933972218	1
UACC-62	CT D4	0.0784617273114435	1.4234575244101e-05	0.0464611754288711	0.110462279194016	0.0194728989339301
SF-295	CT D4	0.0553006716214004	9.67646160346508e-06	0.0332888725423578	0.0773124707004429	0.0132373994735402
COLO 205	CT D4	0.0611216598242268	1.22044621601484e-06	0.0395531594418367	0.0826901602066169	0.00166957042350829
MDA-MB-468	CT D4	0.0651071091784619	0.0260466497642295	0.00973732678632771	0.120476891570596	1
A498	PD D4	-0.016407949992364	0.381086696000711	-0.0538694827183078	0.0210535827335798	1
SW-620	PD D4	0.00583628923905715	0.512832949714471	-0.0120372843369073	0.0237098628150216	1
AGS	PD D4	0.00396992720000712	0.643608094157816	-0.0133963222898751	0.0213361766898893	1
DU-145	PD D4	0.0196816317138906	0.0198464526347814	0.00329271518075698	0.0360705482470242	1
UACC-62	PD D4	-0.0181439561364544	0.091784488689151	-0.03937432688253	0.00308641460962118	1
SF-295	PD D4	0.0268186040482963	0.158240846332777	-0.0108886728283506	0.0645258809249433	1
COLO 205	PD D4	-0.000211741180137311	0.97833830379718	-0.0158844254761261	0.0154609431158515	1
MDA-MB-468	PD D4	-0.0224705517365037	0.415882109985353	-0.0820757073654315	0.0371346038924241	1
A498	PI D4	0.0112245800861315	0.499207397391654	-0.0220606813933169	0.0445098415655799	1
SW-620	PI D4	0.0106788030210286	0.516164061097404	-0.022286427141117	0.0436440331831742	1
AGS	PI D4	0.0560499838819256	0.00019608185120102	0.029147303154234	0.0829526646096173	0.268239972442996
DU-145	PI D4	-0.0524169931441345	9.20808040093902e-05	-0.0767358558392235	-0.0280981304490454	0.125966539884846
UACC-62	PI D4	-0.00115109092051574	0.953335537544612	-0.0406833711993475	0.0383811893583161	1
SF-295	PI D4	-0.0251387690503391	0.205639166731434	-0.0646439706587689	0.0143664325580907	1
COLO 205	PI D4	0.0285966606460717	0.0224247080941837	0.00426864833425149	0.052924672957892	1
MDA-MB-468	PI D4	-0.0966588929052699	0.12234644268581	-0.224887935054187	0.0315701492436473	1
A498	PK D4	0.049821776991161	0.00104196352013759	0.0213847916029739	0.0782587623793481	1
SW-620	PK D4	0.051431098753046	9.53668363207071e-05	0.0275068727222666	0.0753553247838255	0.130461832086727
AGS	PK D4	0.0592992192205594	0.000346986688264425	0.0293707872376529	0.0892276512034659	0.474677789545734
DU-145	PK D4	0.0570371263678555	0.00387446076628786	0.0194719952661366	0.0946022574695743	1
UACC-62	PK D4	0.0761945095740621	0.00262439045036099	0.0282498872124486	0.124139131935676	1
SF-295	PK D4	0.0419554453513519	0.0003548942455733	0.0202679879884346	0.0636429027142691	0.485495327944275
COLO 205	PK D4	0.0980189376260509	0.00122411520807601	0.0411661447365413	0.15487173051556	1
MDA-MB-468	PK D4	0.0886514060352907	0.0852272031557239	-0.0150824216174905	0.192385233688072	1
A498	JN D4	0.022012526199902	0.0259537246039547	0.00278105126360946	0.0412440011361945	1
SW-620	JN D4	0.0392163373567732	0.000886931290494334	0.0171815982640604	0.0612510764494859	1
AGS	JN D4	0.0719217311049501	5.31249961730205e-08	0.0516763042804893	0.092167157929411	7.26749947646921e-05
DU-145	JN D4	-0.0215001218394361	0.0899105905257437	-0.0465065849314623	0.00350634125259014	1
UACC-62	JN D4	0.0189218105034497	0.0392380081497178	0.000981989564143834	0.0368616314427556	1
SF-295	JN D4	0.0117902129081717	0.374955435783254	-0.0147810983740891	0.0383615241904326	1
COLO 205	JN D4	0.00140065283414629	0.953036302842633	-0.0463955521408763	0.0491968578091688	1
MDA-MB-468	JN D4	-0.0510920765662359	0.0941854881857642	-0.112873787742262	0.0106896346097902	1
A498	D1 D4	0.0468916147196517	9.76828992834276e-08	0.0323493597549534	0.0614338696843499	0.000133630206219729
SW-620	D1 D4	-0.0367537615972027	0.12068829837549	-0.0836108147020464	0.0101032915076411	1
AGS	D1 D4	0.0110150534864657	0.525321741793016	-0.0240250968063953	0.0460552037793267	1
DU-145	D1 D4	0.00421804975621749	0.762116932255732	-0.0237707548493601	0.0322068543617951	1
UACC-62	D1 D4	0.0310975604904317	0.0241209194914086	0.00429222218395657	0.0579028987969069	1
SF-295	D1 D4	0.0489278015910522	1.28724464839195e-08	0.0351088011397178	0.0627468020423865	1.76095067900019e-05
COLO 205	D1 D4	0.0736366110981993	8.02185930428559e-06	0.0446641280091677	0.102609094187231	0.0109739035282627
MDA-MB-468	D1 D4	-0.00728014799178416	0.83540116724212	-0.0842774870519031	0.0697171910683348	1
A498	60 D4	0.0462830068299493	1.48317878103674e-05	0.0273567448715691	0.0652092687883295	0.0202898857245826
SW-620	60 D4	0.0923532032740815	5.67974763337334e-08	0.064441242932889	0.120265163615274	7.76989476245473e-05
AGS	60 D4	0.121063519623512	7.62049404479025e-09	0.0901897454677161	0.151937293779307	1.04248358532731e-05
DU-145	60 D4	0.0543937635127243	4.81326651469492e-08	0.0380812846538833	0.0707062423715653	6.58454859210266e-05
UACC-62	60 D4	0.0778287988400188	1.4527384733269e-08	0.0557286287074825	0.099928968972555	1.9873462315112e-05
SF-295	60 D4	0.0613663303181785	1.69793437723064e-08	0.0438189945876583	0.0789136660486987	2.32277422805152e-05
COLO 205	60 D4	0.0804122954401043	3.84719339144974e-12	0.0639105575658278	0.0969140333143808	5.26296055950324e-09
MDA-MB-468	60 D4	0.0693572850748843	0.00324865924404145	0.0298487147555618	0.108865855394207	1
A498	SB D4	0.0778764385094806	2.44528483226031e-06	0.0493112453693164	0.106441631649645	0.00334514965053211
SW-620	SB D4	0.143806187050722	3.15327511528639e-11	0.111947922779363	0.17566445132208	4.31368035771178e-08
AGS	SB D4	0.14618001067226	1.04565997943681e-08	0.114243001160878	0.178117020183642	1.43046285186956e-05
DU-145	SB D4	0.105195154893138	8.88473505821103e-08	0.0747650783077002	0.135625231478576	0.000121543175596327
UACC-62	SB D4	0.0669548907426596	4.01850146839051e-11	0.0519871157119274	0.0819226657733918	5.49731000875821e-08
SF-295	SB D4	0.102447366554518	1.01813045785335e-09	0.0764679421297347	0.128426790979302	1.39280246634339e-06
COLO 205	SB D4	0.0919083127563971	4.24325869533734e-09	0.067172755202383	0.116643870310411	5.80477789522148e-06
MDA-MB-468	SB D4	0.133785927356385	0.000465335463207326	0.0771650272001568	0.190406827512614	0.636578913667621
A498	RU D4	0.0407979759602636	0.000286842553243601	0.020087280333101	0.0615086715874261	0.392400612837246
SW-620	RU D4	0.0201190200713449	0.061748663369384	-0.00103830370322958	0.0412763438459193	1
AGS	RU D4	0.109644538380978	0.000269931592050364	0.0555359546739497	0.163753122088006	0.369266417924898
DU-145	RU D4	-0.00922481721601963	0.467687100887406	-0.0346657659423152	0.016216131510276	1
UACC-62	RU D4	0.0349036690037579	0.00431800540362221	0.0116091341915486	0.0581982038159672	1
SF-295	RU D4	0.0425411298581812	0.00498125296075852	0.0136372718614463	0.071444987854916	1
COLO 205	RU D4	0.0512093600293734	9.52430180531977e-05	0.0273906025798864	0.0750281174788605	0.130292448696775
MDA-MB-468	RU D4	-0.00206155129151496	0.949735700472628	-0.0740098175898526	0.0698867150068227	1
A498	F4	NA	NA	NA	NA	NA
SW-620	F4	NA	NA	NA	NA	NA
AGS	F4	NA	NA	NA	NA	NA
DU-145	F4	NA	NA	NA	NA	NA
UACC-62	F4	NA	NA	NA	NA	NA
SF-295	F4	NA	NA	NA	NA	NA
COLO 205	F4	NA	NA	NA	NA	NA
MDA-MB-468	F4	NA	NA	NA	NA	NA
A498	5Z F4	-0.0156351453438325	0.21024596180664	-0.040460953579997	0.00919066289233201	1
SW-620	5Z F4	0.00960979713771859	0.395799719929421	-0.0130285879320135	0.0322481822074507	1
AGS	5Z F4	-0.0588398123687156	0.000371725068576498	-0.0887230480566349	-0.0289565766807963	0.50851989381265
DU-145	5Z F4	-0.0421477406687419	0.00177906887105442	-0.0675600799607912	-0.0167354013766925	1
UACC-62	5Z F4	-0.0619290346798309	0.000206307340821194	-0.0925230174593171	-0.0313350519003448	0.282228442243393
SF-295	5Z F4	0.00444911042266416	0.750639508791731	-0.0236689976717836	0.0325672185171119	1
COLO 205	5Z F4	-0.0575021027782111	1.08372665171161e-06	-0.0776626359088679	-0.0373415696475543	0.00148253805954149
MDA-MB-468	5Z F4	0.0618865444775521	0.00991836312861675	0.0188761534490533	0.104896935506051	1
A498	AK F4	-0.0523427181264182	0.0285204943892267	-0.0988920647901056	-0.00579337146273077	1
SW-620	AK F4	0.0335378246676279	0.0218866129657863	0.00512910071850926	0.0619465486167466	1
AGS	AK F4	-0.0243422041309503	0.537660678076298	-0.104157103644505	0.0554726953826041	1
DU-145	AK F4	0.00234233484923656	0.878798466712427	-0.0285236978727633	0.0332083675712364	1
UACC-62	AK F4	-0.0239950784593564	0.287289611735274	-0.0689831666119659	0.0209930096932532	1
SF-295	AK F4	-0.0129314032458163	0.608434701501068	-0.0635745362655169	0.0377117297738842	1
COLO 205	AK F4	-0.026581443509399	0.233638451086257	-0.0710235867761827	0.0178606997573848	1
MDA-MB-468	AK F4	0.073319813746827	0.0215602772282547	0.013559955481587	0.133079672012067	1
A498	BI F4	0.0119272893684873	0.20960776022724	-0.00698406923190398	0.0308386479688785	1
SW-620	BI F4	0.0513837831588331	0.000127268762972873	0.026950876984712	0.0758166893329541	0.17410366774689
AGS	BI F4	0.0460745473162466	0.0344067799217739	0.0036241571854944	0.0885249374469988	1
DU-145	BI F4	0.0237701888068528	0.0120310128882377	0.00551830785438996	0.0420220697593157	1
UACC-62	BI F4	0.00466306551102694	0.749930879309577	-0.0247207281388919	0.0340468591609458	1
SF-295	BI F4	0.0248165260603931	0.0189786920420276	0.00430960579303521	0.0453234463277509	1
COLO 205	BI F4	-0.0206129069335176	0.0386208500280312	-0.0400909730459747	-0.00113484082106051	1
MDA-MB-468	BI F4	0.0432702402194857	0.0134538012365463	0.011338257049946	0.0752022233890253	1
A498	CT F4	0.0770548853331323	2.6357766809496e-08	0.0545793483297379	0.0995304223365266	3.60574249953905e-05
SW-620	CT F4	0.106584943432031	5.86829701152845e-07	0.070418046558581	0.142751840305481	0.000802783031177092
AGS	CT F4	0.18490564806631	2.67425233247306e-09	0.140090819079921	0.229720477052699	3.65837719082315e-06
DU-145	CT F4	0.0819362933567923	2.71901521765024e-06	0.0516995377379428	0.112173048975642	0.00371961281774553
UACC-62	CT F4	0.0611778809461359	0.000442342784101814	0.0289406835874389	0.093415078304833	0.605124928651281
SF-295	CT F4	0.0822851457838543	1.27263113090775e-06	0.0531820104139195	0.111388281153789	0.0017409593870818
COLO 205	CT F4	0.0927353210815362	4.16957325522846e-09	0.0677958220972309	0.117674820065842	5.70397621315254e-06
MDA-MB-468	CT F4	0.0961253539394403	0.000515715313447438	0.0548421963854968	0.137408511493384	0.705498548796095
A498	PD F4	-0.0297542114478538	0.0775184198691582	-0.0629479812223353	0.00343955832662772	1
SW-620	PD F4	0.0541058351170082	1.51802367802833e-06	0.0347829278243914	0.0734287424096249	0.00207665639154275
AGS	PD F4	-0.0168077570982753	0.0311429840402044	-0.0319222557449036	-0.00169325845164699	1
DU-145	PD F4	0.0589069346480877	4.51751652106377e-06	0.0365175606121096	0.0812963086840658	0.00617996260081523
UACC-62	PD F4	-0.0027015430186877	0.797420789362246	-0.0238446750248361	0.0184415889874607	1
SF-295	PD F4	0.106295523349138	4.49606136064008e-09	0.0776171321338504	0.134973914564426	6.15061194135563e-06
COLO 205	PD F4	0.000910238201469251	0.90795861897102	-0.0149114794972712	0.0167319559002097	1
MDA-MB-468	PD F4	0.0181217437635654	0.500519585112924	-0.0402872496066786	0.0765307371338094	1
A498	PI F4	0.0516233390110822	2.27577664634207e-05	0.0299154509902549	0.0733312270319096	0.0311326245219594
SW-620	PI F4	0.0911919965362079	1.65993425528113e-07	0.062171472548053	0.120212520524363	0.000227079006122458
AGS	PI F4	0.0473363321378965	0.0108086492458066	0.0122698100744778	0.0824028542013151	1
DU-145	PI F4	-0.0186235923678563	0.0931284778439659	-0.0405085776573724	0.0032613929216599	1
UACC-62	PI F4	0.066062549372122	0.00377791460235287	0.0226856486751861	0.109439450069058	1
SF-295	PI F4	0.0689033114686142	0.000152111162263592	0.0356818415002516	0.102124781436977	0.208088069976594
COLO 205	PI F4	0.045278351837163	4.49502480668409e-06	0.0280740083685725	0.0624826953057536	0.00614919393554383
MDA-MB-468	PI F4	0.0953460293787566	0.00456684115840877	0.037802775396746	0.152889283360767	1
A498	PK F4	0.0426260872974412	3.17329850904606e-05	0.0242966442946823	0.0609555303002001	0.0434107236037501
SW-620	PK F4	0.0842976946485442	4.08295627009072e-05	0.0474149618722496	0.121180427424839	0.055854841774841
AGS	PK F4	0.0352283762764469	0.00113142390327056	0.0159733587747844	0.0544833937781093	1
DU-145	PK F4	0.0360192579956595	0.0441168943334957	0.000997247894616953	0.071041268096702	1
UACC-62	PK F4	0.025308072881219	0.0502002662733625	-2.32230182134812e-05	0.0506393687806516	1
SF-295	PK F4	0.0388982604087349	0.00595206133080525	0.0118556483457399	0.0659408724717299	1
COLO 205	PK F4	0.0227184698803332	0.125963092740039	-0.00666820258409442	0.0521051423447608	1
MDA-MB-468	PK F4	0.14820116915871	0.0380982952834102	0.0101310189986295	0.286271319318791	1
A498	JN F4	0.0923000787595363	9.3183579291752e-05	0.0494392885790245	0.135160868940048	0.127475136471117
SW-620	JN F4	0.0982223349961292	2.84644727050347e-07	0.0661117100097231	0.130332959982535	0.000389393986604875
AGS	JN F4	0.0757054609929555	6.64402186343078e-07	0.0539307020997424	0.0974802198861686	0.000908902190917331
DU-145	JN F4	0.0636005142961917	0.00046818553316516	0.0299176146275928	0.0972834139647907	0.640477809369938
UACC-62	JN F4	0.10981067253541	0.000139627709893733	0.0572193417982186	0.162402003272601	0.191010707134627
SF-295	JN F4	0.0916649974142168	1.05250456294819e-05	0.0549869160436722	0.128343078784761	0.0143982624211313
COLO 205	JN F4	0.0779485537843872	5.16711687723161e-05	0.043274795295318	0.112622312273457	0.0706861588805284
MDA-MB-468	JN F4	0.132580590845225	0.0194660476138862	0.0269018245575988	0.238259357132851	1
A498	D1 F4	0.0440646775075969	0.00041304283603417	0.0209847441567052	0.0671446108584886	0.565042599694745
SW-620	D1 F4	0.0225591222086155	0.214649332630101	-0.0136143938308865	0.0587326382481175	1
AGS	D1 F4	0.0356771053162786	0.00562288702339511	0.0117526274621106	0.0596015831704466	1
DU-145	D1 F4	0.0154605443554475	0.113070579942143	-0.00383088596812041	0.0347519746790153	1
UACC-62	D1 F4	0.0345422220337338	7.37906807680892e-05	0.0187769231677323	0.0503075208997352	0.100945651290746
SF-295	D1 F4	0.0600672263321148	1.40676943258445e-08	0.0430350070277647	0.077099445636465	1.92446058377553e-05
COLO 205	D1 F4	0.0685928348073783	3.20631089495431e-06	0.0430390973365879	0.0941465722781686	0.00438623330429749
MDA-MB-468	D1 F4	0.0517859283916615	0.0729574137620808	-0.00592794440110158	0.109499801184425	1
A498	60 F4	0.0748202636740457	7.88764388128094e-09	0.0541383269416131	0.0955022004064783	1.07902968295923e-05
SW-620	60 F4	0.105063729472891	5.40585044321552e-10	0.0790934276983111	0.13103403124747	7.39520340631883e-07
AGS	60 F4	0.172849966810184	9.50174775045143e-05	0.0993216625710056	0.246378271049363	0.129983909226176
DU-145	60 F4	0.071079959988447	9.50716616735172e-08	0.04906499997577	0.093094920001124	0.000130058033169371
UACC-62	60 F4	0.0750485206616245	1.73932267993932e-05	0.0440420725051615	0.106054968818088	0.0237939342615699
SF-295	60 F4	0.0625458178316949	1.39028541642973e-09	0.0464812691355067	0.078610366527883	1.90191044967588e-06
COLO 205	60 F4	0.0590010220344253	2.64694590040926e-06	0.0372614233563621	0.0807406207124885	0.00362102199175987
MDA-MB-468	60 F4	0.0610282493782451	0.00190590473435371	0.0291426435643879	0.0929138551921024	1
A498	SB F4	0.0807702237441466	5.34230279178465e-06	0.049763716347814	0.111776731140479	0.0073082702191614
SW-620	SB F4	0.144714328892772	3.88842433366501e-09	0.10591150391179	0.183517153873754	5.31936448845373e-06
AGS	SB F4	0.171578667721526	0.000109836995606497	0.0976196464391551	0.245537689003898	0.150257009989689
DU-145	SB F4	0.0420132855773539	0.000521853799310822	0.0199914228340802	0.0640351483206276	0.713895997457205
UACC-62	SB F4	0.0551096300359549	0.000864779929548117	0.0242201573469433	0.0859991027249666	1
SF-295	SB F4	0.064754990387372	2.98631053635242e-05	0.0370246550087318	0.0924853257660122	0.0408527281373011
COLO 205	SB F4	0.101594785399749	1.02050289484142e-09	0.0758291207023468	0.12736045009715	1.39604796014306e-06
MDA-MB-468	SB F4	0.105003051231755	0.00192446240798531	0.0500577283281071	0.159948374135404	1
A498	RU F4	0.0809045216138041	3.66500080978658e-05	0.0457700876185448	0.116038955609063	0.0501372110778804
SW-620	RU F4	0.0402898215470791	0.000705713111571282	0.0181382954594042	0.0624413476347541	0.965415536629513
AGS	RU F4	0.146164007744538	0.000283149380137895	0.0772092889082344	0.215118726580842	0.38734835202864
DU-145	RU F4	0.0614580613734047	4.44024363153445e-05	0.0344104308650208	0.0885056918817886	0.0607425328793913
UACC-62	RU F4	0.0552242568265549	0.000805402559726608	0.0244805170894365	0.0859679965636733	1
SF-295	RU F4	0.0862161329262147	7.5833713790162e-10	0.0646126204404424	0.107819645411987	1.03740520464942e-06
COLO 205	RU F4	0.0664950009961832	1.15507295871155e-08	0.0478042103540872	0.0851857916382792	1.5801398075174e-05
MDA-MB-468	RU F4	0.0558971597191803	0.00274057457705354	0.0249371085530998	0.0868572108852608	1
A498	D4 F4	0.0636742693338928	1.62879850873816e-07	0.0434297525728026	0.0839187860949829	0.000222819635995381
SW-620	D4 F4	0.0855449203406395	3.54873009440854e-05	0.048477642776991	0.122612197904288	0.0485466276915088
AGS	D4 F4	0.0926904225873565	2.32819547524444e-05	0.0577776967053086	0.127603148469404	0.0318497141013439
DU-145	D4 F4	0.0347839661321405	0.00163961016543744	0.0139920128496503	0.0555759194146307	1
UACC-62	D4 F4	0.0573399625230882	0.000287724126145622	0.0282243790902529	0.0864555459559234	0.393606604567211
SF-295	D4 F4	0.0171971225388304	0.307767174013339	-0.0164619991810719	0.0508562442587327	1
COLO 205	D4 F4	0.0719614248824438	2.73466345923854e-07	0.0484835160431524	0.0954393337217353	0.000374101961223832
MDA-MB-468	D4 F4	0.0202919757263119	0.308235816581462	-0.0222116892050583	0.0627956406576821	1
A498	SF	NA	NA	NA	NA	NA
SW-620	SF	NA	NA	NA	NA	NA
AGS	SF	NA	NA	NA	NA	NA
DU-145	SF	NA	NA	NA	NA	NA
UACC-62	SF	NA	NA	NA	NA	NA
SF-295	SF	NA	NA	NA	NA	NA
COLO 205	SF	NA	NA	NA	NA	NA
MDA-MB-468	SF	NA	NA	NA	NA	NA
A498	5Z SF	-0.0811931355196467	1.89681418129223e-05	-0.114928255100416	-0.0474580159388776	0.0259484180000777
SW-620	5Z SF	-0.0300223223457166	0.0302732419116059	-0.0570303267998931	-0.00301431789154004	1
AGS	5Z SF	-0.0317164137041564	0.033294468218578	-0.0606420504758276	-0.00279077693248515	1
DU-145	5Z SF	-0.0501871798822118	0.00120108317007429	-0.0792410341470516	-0.021133325617372	1
UACC-62	5Z SF	-0.0810140607755353	3.440419157531e-06	-0.111318686480318	-0.0507094350707523	0.00470649340750241
