cell_line	drugcombo	mean.bliss.estimate	p.value	conf.int.low	conf.int.high	p.value.bonferroni
A498	5Z	NA	NA	NA	NA	NA
SW-620	5Z	NA	NA	NA	NA	NA
AGS	5Z	NA	NA	NA	NA	NA
DU-145	5Z	NA	NA	NA	NA	NA
UACC-62	5Z	NA	NA	NA	NA	NA
SF-295	5Z	NA	NA	NA	NA	NA
COLO 205	5Z	NA	NA	NA	NA	NA
MDA-MB-468	5Z	NA	NA	NA	NA	NA
DU-145	PD G2	0.0124671006766914	0.237464783889469	-0.00855108417468752	0.0334852855280703	1
UACC-62	PD G2	-0.104672010605158	3.27376768345288e-08	-0.135507321141161	-0.0738367000691558	4.47851419096354e-05
SF-295	PD G2	0.035314937740297	0.0167475637293969	0.00673857427783794	0.0638913012027561	1
COLO 205	PD G2	-0.0927146171576552	1.1102438886865e-09	-0.116309200660994	-0.0691200336543166	1.51881363972314e-06
MDA-MB-468	PD G2	-0.00408809394599744	0.914915393067587	-0.0882515712917182	0.0800753833997233	1
A498	PI G2	-0.0255533241766155	0.0399104772534892	-0.0498677594176684	-0.00123888893556262	1
SW-620	PI G2	-0.0864673746181498	6.12822270697856e-07	-0.115874724541092	-0.0570600246952078	0.000838340866314667
AGS	PI G2	-0.0586313800444377	0.000836879293804231	-0.0908130913721378	-0.0264496687167376	1
DU-145	PI G2	-0.0681790127802247	2.09750660917855e-05	-0.0966944787320108	-0.0396635468284386	0.0286938904135626
UACC-62	PI G2	-0.135340778801079	1.04924434911498e-05	-0.189484417257943	-0.0811971403442155	0.0143536626958929
SF-295	PI G2	-0.127201275146204	1.10959784392184e-06	-0.17185580789265	-0.0825467423997576	0.00151792985048508
COLO 205	PI G2	-0.0168201268491952	0.0722310586663216	-0.0352325976277377	0.00159234392934722	1
MDA-MB-468	PI G2	-0.023185543720666	0.243573257751153	-0.0652171805442781	0.018846093102946	1
A498	PK G2	-0.082195747398092	0.00779260419277681	-0.141452481429375	-0.0229390133668086	1
SW-620	PK G2	-0.0291958333684665	0.0723764582048829	-0.0611725947753005	0.00278092803836742	1
AGS	PK G2	-0.0935286778749812	0.013969540508142	-0.166643913836317	-0.0204134419136459	1
DU-145	PK G2	-0.115404925554635	0.00376106935525324	-0.191139408263331	-0.0396704428459383	1
UACC-62	PK G2	-0.0415129276402541	0.0100946035623389	-0.0725639758578308	-0.0104618794226774	1
SF-295	PK G2	-0.0503009714354352	0.0229370254226622	-0.0932667116674695	-0.00733523120340097	1
COLO 205	PK G2	-0.0732152545835066	0.0170020494983942	-0.132607987729125	-0.0138225214378879	1
MDA-MB-468	PK G2	0.0283105283667923	0.0959050388042587	-0.00613223424218095	0.0627532909757655	1
A498	JN G2	0.0200346040549772	0.25288509966707	-0.0148835477854468	0.0549527558954012	1
SW-620	JN G2	-0.0111528407807049	0.317455632728523	-0.0334291657532447	0.0111234841918349	1
AGS	JN G2	0.0508221988157436	0.00247642121405461	0.0194563754188855	0.0821880222126018	1
DU-145	JN G2	0.0127383082797274	0.454867999077077	-0.0213947627669394	0.0468713793263943	1
UACC-62	JN G2	0.00893061854570084	0.582086419668755	-0.0236188458007961	0.0414800828921978	1
SF-295	JN G2	-0.0397950380912477	0.115578173962108	-0.0898069981509593	0.0102169219684638	1
COLO 205	JN G2	0.0162161441396924	0.26843560663185	-0.0129997587639288	0.0454320470433136	1
MDA-MB-468	JN G2	0.0201414836489252	0.20323329261954	-0.0130633964575118	0.0533463637553621	1
A498	D1 G2	0.0315570725233567	0.0373833148395645	0.00193943323159766	0.0611747118151157	1
SW-620	D1 G2	-0.0463076097621211	0.0346551272318216	-0.0890987737949594	-0.00351644572928282	1
AGS	D1 G2	-0.0140572136387789	0.417468813468958	-0.0490092033822889	0.0208947761047311	1
DU-145	D1 G2	-0.0193119495729443	0.216399947363328	-0.0503993496801979	0.0117754505343093	1
UACC-62	D1 G2	-0.0395008044394869	0.0158941489926413	-0.0711913421685097	-0.00781026671046404	1
SF-295	D1 G2	0.00291425276970616	0.880433714845564	-0.0360176392857178	0.0418461448251302	1
COLO 205	D1 G2	0.00107693621832358	0.943591602977398	-0.0295113982183391	0.0316652706549863	1
MDA-MB-468	D1 G2	0.00299089710984364	0.926987740584808	-0.0688076660759125	0.0747894602955998	1
A498	60 G2	0.0549186572490376	0.0001444972245799	0.0285461687672089	0.0812911457308663	0.197672203225304
SW-620	60 G2	0.0349427817066608	9.64679467580034e-05	0.0186744158128646	0.051211147600457	0.131968151164949
AGS	60 G2	0.084816661041607	1.0405562762603e-11	0.0688046874423616	0.100828634640852	1.4234809859241e-08
DU-145	60 G2	0.0250011058918115	0.011382921559047	0.00596432399424742	0.0440378877893756	1
UACC-62	60 G2	0.0507754107256987	0.000428111395687735	0.0240967513991607	0.0774540700522368	0.585656389300822
SF-295	60 G2	0.0182292990948017	0.303612383768528	-0.0171407162877566	0.05359931447736	1
COLO 205	60 G2	0.0185641919179036	0.0759045709971355	-0.00202830559173386	0.039156689427541	1
MDA-MB-468	60 G2	0.0569642655782247	0.00755308806451993	0.0193538372582201	0.0945746938982293	1
A498	SB G2	0.0651203160939389	0.000392453545569159	0.0311640241089845	0.0990766080788934	0.536876450338609
SW-620	SB G2	0.0778810220126702	2.51566529548691e-08	0.0552126975084728	0.100549346516868	3.44143012422609e-05
AGS	SB G2	0.0897368061101319	1.58382560218114e-07	0.0663482729074787	0.113125339312785	0.00021666734237838
DU-145	SB G2	0.068994927606306	4.98615739559746e-05	0.0393294697427506	0.0986603854698614	0.0682106331717732
UACC-62	SB G2	0.0450754082099519	3.57136825175822e-05	0.0255353427511422	0.0646154736687617	0.0488563176840524
SF-295	SB G2	0.0616874436725775	5.30748561739431e-07	0.040865061298981	0.082509826046174	0.000726064032459541
COLO 205	SB G2	0.0548909526562855	9.82618556358241e-05	0.0292998542668649	0.0804820510457062	0.134422218509807
MDA-MB-468	SB G2	0.126683823054362	0.00432306426741758	0.0509473138218553	0.20242033228687	1
A498	RU G2	0.0566929574858667	5.39249666214546e-05	0.0313976234244979	0.0819882915472355	0.07376935433815
SW-620	RU G2	0.0143252399086662	0.0998572723497689	-0.00286470427357513	0.0315151840909075	1
AGS	RU G2	0.106967125628088	4.02722894145618e-09	0.0805255314052536	0.133408719850923	5.50924919191205e-06
DU-145	RU G2	0.0346073362625817	0.0037565719986521	0.0118995443310084	0.057315128194155	1
UACC-62	RU G2	0.0383001585544154	0.00106517205818295	0.0163918046325196	0.0602085124763112	1
SF-295	RU G2	0.0602185993154505	1.81977369694052e-05	0.0352658654144208	0.0851713332164802	0.0248945041741464
COLO 205	RU G2	0.0545798073970078	2.37722289798033e-07	0.0368977716041645	0.0722618431898511	0.00032520409244371
MDA-MB-468	RU G2	0.0729216663219572	0.0100775300345819	0.0220865964508965	0.123756736193018	1
A498	D4 G2	0.0487154806810195	0.00149383926387511	0.019878033204969	0.07755292815707	1
SW-620	D4 G2	0.0851267890132434	1.48182797823754e-07	0.0581871392749655	0.112066438751521	0.000202714067422896
AGS	D4 G2	0.10862827022104	1.16781254804046e-09	0.0833144160993803	0.133942124342701	1.59756756571934e-06
DU-145	D4 G2	0.00360000417895935	0.754124235430365	-0.0194856868105007	0.0266856951684194	1
UACC-62	D4 G2	0.0673401360441824	2.92097062822051e-07	0.0452966468710605	0.0893836252173043	0.000399588781940565
SF-295	D4 G2	0.0161173542740279	0.200728532194274	-0.00893128471548341	0.0411659932635391	1
COLO 205	D4 G2	0.0377129509947092	0.000435862546010526	0.0178662829650868	0.0575596190243315	0.596259962942399
MDA-MB-468	D4 G2	0.084543610746115	0.00700551287590337	0.0294900239343691	0.139597197557861	1
A498	F4 G2	0.0499332518516345	0.0137689195272699	0.0107829180893152	0.0890835856139538	1
SW-620	F4 G2	0.0498853071523756	0.00145333510293159	0.0204393411112298	0.0793312731935215	1
AGS	F4 G2	0.104514421698625	8.32284929271139e-05	0.0577599929239554	0.151268850473295	0.113856578324292
DU-145	F4 G2	0.0378989428152178	0.0152923000161077	0.00768324099576271	0.068114644634673	1
UACC-62	F4 G2	0.0231270796624408	0.17559210536978	-0.010782369367976	0.0570365286928575	1
SF-295	F4 G2	0.00847067470242262	0.706856739443483	-0.0367549429050441	0.0536962923098894	1
COLO 205	F4 G2	0.00879488532917193	0.603822131238212	-0.025208666925698	0.0427984375840418	1
MDA-MB-468	F4 G2	0.107073291064323	0.00223302844045262	0.0497024072601623	0.164444174868483	1
A498	SF G2	-0.0898539267579357	0.00340308656969656	-0.14812052429344	-0.0315873292224319	1
SW-620	SF G2	-0.177981226225343	0.000286916271457186	-0.26833361566217	-0.0876288367885164	0.392501459353431
AGS	SF G2	0.0460898103421455	0.0841234939859445	-0.00683515899475605	0.099014779679047	1
DU-145	SF G2	-0.152321429556612	0.00063804428932642	-0.235286902978999	-0.0693559561342256	0.872844587798543
UACC-62	SF G2	-0.235373288806361	2.0679801717033e-05	-0.333724899349835	-0.137021678262887	0.0282899687489012
SF-295	SF G2	-0.164146284057291	0.00235112171491376	-0.266166241759853	-0.0621263263547277	1
COLO 205	SF G2	-0.107786428739063	0.000336952876592547	-0.16325544181374	-0.0523174156643855	0.460951535178605
MDA-MB-468	SF G2	0.0286274327593719	0.716620666037097	-0.144242240393956	0.2014971059127	1
A498	ST G2	0.00966167838065775	0.546446580338027	-0.0224593688866845	0.041782725648	1
SW-620	ST G2	-0.052634510976669	9.77841724577389e-05	-0.0771646215751828	-0.0281044003781552	0.133768747922187
AGS	ST G2	-0.00523207154235877	0.742892791496197	-0.0375435555824025	0.0270794124976849	1
DU-145	ST G2	-0.0432584714404299	3.90598886821386e-05	-0.0621271996726434	-0.0243897432082165	0.0534339277171656
UACC-62	ST G2	-0.075804549855689	2.99588444999725e-06	-0.103934609688744	-0.047674490022634	0.00409836992759624
SF-295	ST G2	-0.0435978219434313	0.00636946878632817	-0.0741801395373186	-0.0130155043495441	1
COLO 205	ST G2	-0.0245777960205121	0.0240901443365855	-0.0457583365458595	-0.00339725549516469	1
MDA-MB-468	ST G2	-0.00795710253040877	0.769988738992553	-0.0676875958798565	0.051773390819039	1
A498	G4	NA	NA	NA	NA	NA
SW-620	G4	NA	NA	NA	NA	NA
AGS	G4	NA	NA	NA	NA	NA
DU-145	G4	NA	NA	NA	NA	NA
UACC-62	G4	NA	NA	NA	NA	NA
SF-295	G4	NA	NA	NA	NA	NA
COLO 205	G4	NA	NA	NA	NA	NA
MDA-MB-468	G4	NA	NA	NA	NA	NA
A498	5Z G4	-0.0257487769636901	0.0597295789498948	-0.0526054233992688	0.00110786947188855	1
SW-620	5Z G4	0.0156166861472502	0.248711765663901	-0.0113587669027311	0.0425921391972315	1
AGS	5Z G4	-0.0134549454034394	0.436892035546441	-0.0483615489713398	0.021451658164461	1
DU-145	5Z G4	-0.053516149112503	0.00217034701299906	-0.0864844493753832	-0.0205478488496227	1
UACC-62	5Z G4	-0.0337770406725555	0.0390433041534106	-0.0657675823586689	-0.00178649898644216	1
SF-295	5Z G4	-0.0135503081003822	0.359961275607566	-0.04313748105885	0.0160368648580856	1
COLO 205	5Z G4	-0.0547182221269517	1.74056167135994e-07	-0.0721722925926576	-0.0372641516612458	0.00023810883664204
MDA-MB-468	5Z G4	0.123534503205092	0.00608522583333371	0.0451145763792768	0.201954430030907	1
A498	AK G4	-0.114839630238949	0.000353391334510658	-0.174180437162928	-0.0554988233149707	0.483439345610581
SW-620	AK G4	0.0138043407508249	0.10836645032483	-0.00318733963731759	0.0307960211389673	1
AGS	AK G4	-0.0592279502640333	0.0217965372182226	-0.109192854201597	-0.0092630463264699	1
DU-145	AK G4	-0.0954870936484138	0.000150402729828313	-0.141485020984572	-0.0494891663122553	0.205750934405132
UACC-62	AK G4	-0.0397290002243876	0.0116217988867245	-0.0700750379716715	-0.0093829624771037	1
SF-295	AK G4	-0.0654649593935243	0.00398361497583828	-0.108726391266137	-0.0222035275209117	1
COLO 205	AK G4	-0.0879324061368566	8.43636315318984e-05	-0.128463508914778	-0.0474013033589353	0.115409447935637
MDA-MB-468	AK G4	0.0533164155513898	0.123296119713525	-0.0176195539726333	0.124252385075413	1
A498	BI G4	-0.00120658947946424	0.842855825799048	-0.0134358286356101	0.0110226496766817	1
SW-620	BI G4	0.0419642576475682	4.66076052543537e-05	0.0234328869089494	0.0604956283861871	0.0637592039879558
AGS	BI G4	0.0905277197826916	0.00457924350676205	0.0302778146406339	0.150777624924749	1
DU-145	BI G4	-0.0186274097092313	0.0373155787854256	-0.0361034356810397	-0.00115138373742292	1
UACC-62	BI G4	0.0215874267284504	0.0267141200618329	0.00262546275568075	0.04054939070122	1
SF-295	BI G4	-0.01363336196432	0.20422626947961	-0.0349898571432114	0.00772313321457135	1
COLO 205	BI G4	0.002340789888341	0.786949636083806	-0.0150571905394845	0.0197387703161665	1
MDA-MB-468	BI G4	0.023776186559975	0.201746450011547	-0.0152793802709933	0.0628317533909434	1
A498	CT G4	0.0618848456071334	1.39007596991591e-05	0.0366834178276323	0.0870862733866345	0.0190162392684496
SW-620	CT G4	0.0175107547050858	0.105473893019354	-0.00386008352343614	0.0388815929336077	1
AGS	CT G4	0.158059926309561	4.75504627501309e-05	0.090342983754247	0.225776868864876	0.0650490330421791
DU-145	CT G4	0.0229676311720966	0.0211790458997692	0.00362495612276023	0.042310306221433	1
UACC-62	CT G4	0.0946306227957231	6.79491742976435e-06	0.0577733951872878	0.131487850404158	0.00929544704391763
SF-295	CT G4	0.081649564616331	1.90445802275699e-07	0.0554886514416947	0.107810477790967	0.000260529857513156
COLO 205	CT G4	0.053084472037535	0.000795141299353967	0.0235680040103827	0.0826009400646874	1
MDA-MB-468	CT G4	0.00287529937883887	0.856499503784879	-0.0320772153395513	0.037827814097229	1
A498	PD G4	-0.0346786056547214	0.0842027136843001	-0.0742626795813975	0.00490546827195464	1
SW-620	PD G4	-0.0189053816164408	0.00731113137933458	-0.0324156139342595	-0.0053951492986222	1
AGS	PD G4	-0.00794656017040151	0.532156832214501	-0.0336511631805228	0.0177580428397198	1
DU-145	PD G4	0.0347672005396177	0.000966027112686691	0.0150697376418119	0.0544646634374235	1
UACC-62	PD G4	-0.0159054294753093	0.289045961797091	-0.0458367689752088	0.0140259100245901	1
SF-295	PD G4	0.0683444754128428	5.02375410940718e-07	0.0453409686261833	0.0913479821995023	0.000687249562166902
COLO 205	PD G4	-0.00987638680641973	0.247555862873363	-0.0268939815872125	0.00714120797437303	1
MDA-MB-468	PD G4	0.0253535212850835	0.167639762966833	-0.0128611059509307	0.0635681485210977	1
A498	PI G4	0.0216873330417875	0.0675673559209637	-0.00164378847784205	0.0450184545614171	1
SW-620	PI G4	0.0264575215057894	0.00670972641274676	0.00776899515353522	0.0451460478580435	1
AGS	PI G4	0.070913434580364	1.11125471096114e-05	0.0435328773916514	0.0982939917690766	0.0152019644459485
DU-145	PI G4	-0.00257196117772219	0.754281427725696	-0.0190760534637828	0.0139321311083384	1
UACC-62	PI G4	0.0430528717394791	0.0020087818420952	0.0167535536656881	0.0693521898132701	1
SF-295	PI G4	0.0175191439440634	0.122346718376892	-0.00491864242508677	0.0399569303132135	1
COLO 205	PI G4	0.033916746541836	0.00137406419238483	0.0140118748050135	0.0538216182786585	1
MDA-MB-468	PI G4	0.0363016440877871	0.231489015993541	-0.027696306921726	0.1002995950973	1
A498	PK G4	0.055662280430758	0.00045733657335535	0.0262448044666077	0.0850797563949082	0.625636432350119
SW-620	PK G4	0.0919045533587386	0.000567366196320567	0.0423828118137945	0.141426294903683	0.776156956566536
AGS	PK G4	0.065651008120792	0.00465824446496877	0.0218607271233308	0.109441289118253	1
DU-145	PK G4	0.0610101140000383	0.00952465992903924	0.0157596756446314	0.106260552355445	1
UACC-62	PK G4	0.114332102545299	0.00237058510745532	0.0432073095477449	0.185456895542853	1
SF-295	PK G4	0.0691007487813702	0.00462621857782471	0.0225864662469861	0.115615031315754	1
COLO 205	PK G4	0.101166141549839	0.00671079619921363	0.0297049280712348	0.172627355028444	1
MDA-MB-468	PK G4	0.156033759538144	0.0841933285473557	-0.0258305967433047	0.337898115819592	1
A498	JN G4	-0.00160402816157654	0.889784273927797	-0.0248641567564014	0.0216561004332483	1
SW-620	JN G4	-0.0464952509662888	0.0338138515590837	-0.0892471385126945	-0.003743363419883	1
AGS	JN G4	0.0419534895451728	1.03093795585711e-05	0.0258369257278382	0.0580700533625075	0.0141032312361252
DU-145	JN G4	-0.0194207202740733	0.0609485210390648	-0.0397779006858481	0.000936460137701461	1
UACC-62	JN G4	0.0810624377452271	0.00122604539015835	0.0340372551012929	0.128087620389161	1
SF-295	JN G4	0.0262293084230416	0.0269046683453106	0.00315927790340891	0.0492993389426743	1
COLO 205	JN G4	-0.00920755258509739	0.282730106342445	-0.0263056356964983	0.00789053052630346	1
MDA-MB-468	JN G4	0.0741329216022136	0.0357891036982785	0.00613513946367012	0.142130703740757	1
A498	D1 G4	-0.0530446503407635	0.000409355253773369	-0.0808062458081578	-0.0252830548733691	0.559997987161968
SW-620	D1 G4	-0.0313803199725989	0.0396426421492681	-0.0611966650939689	-0.00156397485122888	1
AGS	D1 G4	-0.0290632389415852	0.181093376254119	-0.0724397739202265	0.0143132960370561	1
DU-145	D1 G4	-0.0602762119735435	0.000312894728443734	-0.0911003220265167	-0.0294521019205703	0.428039988511029
UACC-62	D1 G4	-0.0342716159638165	0.00139211884174767	-0.0544117176692018	-0.0141315142584313	1
SF-295	D1 G4	-0.0288656433888655	0.0163650805539255	-0.0521346775504529	-0.00559660922727807	1
COLO 205	D1 G4	0.00687304768417063	0.380725850602137	-0.0088070309426833	0.0225531263110246	1
MDA-MB-468	D1 G4	-0.0703098723768702	0.0457721151368305	-0.138980213456434	-0.00163953129730638	1
A498	60 G4	0.012128157860455	0.261213753303936	-0.00938953937034413	0.0336458550912541	1
SW-620	60 G4	0.00616269348589333	0.649085602626867	-0.0210198970650001	0.0333452840367867	1
AGS	60 G4	0.0304834423546577	0.194888845842346	-0.0165017792486005	0.0774686639579159	1
DU-145	60 G4	-0.0278824837669171	0.00208122154312239	-0.0449806162478901	-0.0107843512859442	1
UACC-62	60 G4	0.0215477639200951	0.0696903205991367	-0.00181945892607215	0.0449149867662624	1
SF-295	60 G4	0.0264920672163863	0.00901010473073532	0.00699940641576674	0.0459847280170058	1
COLO 205	60 G4	0.00831000781109416	0.3563633139274	-0.00969814784334366	0.026318163465532	1
MDA-MB-468	60 G4	-0.00860153685582427	0.518638161321358	-0.0375695426457551	0.0203664689341065	1
A498	SB G4	0.0129058827459841	0.240467569036478	-0.00899411823324641	0.0348058837252147	1
SW-620	SB G4	0.0301948028673502	0.004259785089728	0.010076649641984	0.0503129560927165	1
AGS	SB G4	0.0474342108821021	0.0545878621950598	-0.00103212295320932	0.0959005447174135	1
DU-145	SB G4	-0.0250646731842622	0.0146540092276682	-0.0448121285095159	-0.00531721785900862	1
UACC-62	SB G4	0.00705809542207039	0.617073573816341	-0.0212661100214544	0.0353823008655952	1
SF-295	SB G4	0.00772707951726731	0.475106373629348	-0.0139453421774781	0.0293995012120128	1
COLO 205	SB G4	0.0494030735362335	3.44703291448781e-05	0.0280390284418565	0.0707671186306105	0.0471554102701933
MDA-MB-468	SB G4	0.0339951785818159	0.18912268905515	-0.0201366153629602	0.088126972526592	1
A498	RU G4	0.0621851602404592	0.000618871099200215	0.0284097285702466	0.0959605919106718	0.846615663705894
SW-620	RU G4	-0.0317991428255011	0.0164791475965685	-0.0574621777384409	-0.00613610791256131	1
AGS	RU G4	0.105241545290005	0.000635264455704139	0.0490268660155959	0.161456224564413	0.869041775403263
DU-145	RU G4	0.0527294884169645	0.000288229848529994	0.0259510174044432	0.0795079594294859	0.394298432789031
UACC-62	RU G4	0.0415407121595553	0.00363119405780829	0.0143944169702058	0.0686870073489047	1
SF-295	RU G4	0.100836171157658	1.6249911950767e-12	0.0807631778310776	0.120909164484238	2.22298795486493e-09
COLO 205	RU G4	0.063888045318057	0.000173364551496041	0.0327643891183801	0.095011701517734	0.237162706446584
MDA-MB-468	RU G4	0.0627053988047515	0.0646806240332451	-0.00470858085517476	0.130119378464678	1
A498	D4 G4	0.0350198150791412	5.2579581934746e-05	0.0194226986830936	0.0506169314751887	0.0719288680867326
SW-620	D4 G4	0.0229777181803069	0.0195709301622615	0.00389014815415784	0.0420652882064559	1
AGS	D4 G4	0.0875754849225637	0.000935152036574758	0.0389642477332034	0.136186722111924	1
DU-145	D4 G4	-0.00746199562699434	0.481609340422886	-0.0287046238366313	0.0137806325826426	1
UACC-62	D4 G4	0.0552729958175706	0.00107770600824707	0.0236192513580346	0.0869267402771067	1
SF-295	D4 G4	0.060891567429057	1.18705538717353e-08	0.0437551520674294	0.0780279827906847	1.62389176965339e-05
COLO 205	D4 G4	0.0731059415773007	7.15544441241704e-08	0.0507687225221676	0.0954431606324339	9.78864795618651e-05
MDA-MB-468	D4 G4	0.0460962105054986	0.0948906680359504	-0.00978415324215049	0.101976574253148	1
A498	F4 G4	0.0365505409207288	0.00242567255352844	0.0137544441086963	0.0593466377327614	1
SW-620	F4 G4	0.0410335503267914	1.17431690667754e-05	0.0245013554426074	0.0575657452109755	0.0160646552833488
AGS	F4 G4	0.114738844269936	9.70685296380855e-05	0.0627784874789129	0.166699201060959	0.132789748544901
DU-145	F4 G4	0.0063565183135958	0.532432873489231	-0.0140550661672005	0.0267681027943921	1
UACC-62	F4 G4	0.076104808617683	0.000208650850065309	0.0384732844806758	0.11373633275469	0.285434362889343
SF-295	F4 G4	0.0851643684613736	3.9149411349192e-13	0.0690249398927271	0.10130379703002	5.35563947256946e-10
COLO 205	F4 G4	0.0296691754274505	0.0153024923295412	0.00601227937179073	0.0533260714831103	1
MDA-MB-468	F4 G4	0.10069393484113	3.32211770603328e-05	0.070727353493469	0.130660516188791	0.0454465702185353
A498	SF G4	-0.00991016295248623	0.686365381177175	-0.0591832305536729	0.0393629046487005	1
SW-620	SF G4	-0.00180691298912741	0.923700342498169	-0.0397219308703182	0.0361081048920633	1
AGS	SF G4	0.14410032677579	4.09136946400847e-06	0.0967860158663598	0.191414637685221	0.00559699342676359
DU-145	SF G4	-0.059286290116242	0.014566191684011	-0.106186111431529	-0.012386468800955	1
UACC-62	SF G4	-0.0677716657171413	0.0538585518654772	-0.136724331976211	0.00118100054192819	1
SF-295	SF G4	-0.00684439183824736	0.766386827779759	-0.0531169271037322	0.0394281434272375	1
COLO 205	SF G4	0.0116767873508265	0.572608573603946	-0.0298309587964456	0.0531845334980986	1
MDA-MB-468	SF G4	-0.155276046231618	0.0432252317234401	-0.304676260927287	-0.00587583153594957	1
A498	ST G4	0.0138925247884069	0.487253384894693	-0.0261738935463226	0.0539589431231364	1
SW-620	ST G4	-0.0112523684440771	0.371165556610876	-0.0364092149530139	0.0139044780648597	1
AGS	ST G4	0.0256999912704593	0.0227273532272659	0.00385367944907999	0.0475463030918387	1
DU-145	ST G4	-0.0430136937361631	0.00171130493150718	-0.0688413728804235	-0.0171860145919026	1
UACC-62	ST G4	-0.013073969193271	0.290031233028504	-0.0377280264895762	0.0115800881030342	1
SF-295	ST G4	0.0326650456138248	0.00249448885679569	0.0122282881910421	0.0531018030366075	1
COLO 205	ST G4	0.00982101116107342	0.0624656633554964	-0.000536530266953353	0.0201785525891002	1
MDA-MB-468	ST G4	0.0481368952946999	0.121868222515309	-0.0156285907169969	0.111902381306397	1
A498	G2 G4	0.0261921947072366	0.0475716487780461	0.000294684711772643	0.0520897047027006	1
SW-620	G2 G4	0.053089834542385	2.16627986021768e-07	0.035970240773159	0.070209428311611	0.000296347084877778
AGS	G2 G4	0.0523064934364598	5.90444499276878e-05	0.0295246734299272	0.0750883134429923	0.080772807501077
DU-145	G2 G4	-0.0385911207910132	0.00103839320629068	-0.060610485093082	-0.0165717564889444	1
UACC-62	G2 G4	0.028495447913945	0.0620536768318677	-0.00150728136177048	0.0584981771896605	1
SF-295	G2 G4	0.023704651882183	0.115743245464947	-0.00609984434832685	0.0535091481126929	1
COLO 205	G2 G4	0.051847860610531	1.34373402522772e-05	0.0307794182344818	0.0729163029865802	0.0183822814651152
MDA-MB-468	G2 G4	0.0973594744955238	0.00594682255458946	0.0358094873879225	0.158909461603125	1
A498	P5	NA	NA	NA	NA	NA
SW-620	P5	NA	NA	NA	NA	NA
AGS	P5	NA	NA	NA	NA	NA
DU-145	P5	NA	NA	NA	NA	NA
UACC-62	P5	NA	NA	NA	NA	NA
SF-295	P5	NA	NA	NA	NA	NA
COLO 205	P5	NA	NA	NA	NA	NA
MDA-MB-468	P5	NA	NA	NA	NA	NA
A498	5Z P5	-0.0226499258600424	0.182953454512403	-0.0564402169349391	0.0111403652148542	1
SW-620	5Z P5	0.0801614524069502	5.49133434081091e-06	0.0493379836015896	0.110984921212311	0.00751214537822933
AGS	5Z P5	-0.0129111953559331	0.441871869822587	-0.0467775660550706	0.0209551753432044	1
DU-145	5Z P5	-0.00320293975985624	0.793461106196951	-0.02777835376536	0.0213724742456475	1
UACC-62	5Z P5	0.00718716932997651	0.657929453478153	-0.0253942591463097	0.0397685978062627	1
SF-295	5Z P5	0.0202505447536391	0.177383049722768	-0.00956738682765547	0.0500684763349337	1
COLO 205	5Z P5	-0.0103027933757876	0.337400040332103	-0.0317586100279488	0.0111530232763736	1
MDA-MB-468	5Z P5	0.0712156936427328	0.058948919693816	-0.00332555679128673	0.145756944076752	1
A498	AK P5	-0.0793389303531292	0.0166040579854045	-0.143447870437477	-0.0152299902687818	1
SW-620	AK P5	-0.0164746548337502	0.137345535126049	-0.038441930755385	0.0054926210878846	1
AGS	AK P5	-0.0538010564662905	0.0357976193552991	-0.103779580571369	-0.00382253236121171	1
DU-145	AK P5	-0.0809555477568742	4.50314030136554e-05	-0.116619145894386	-0.0452919496193622	0.0616029593226805
UACC-62	AK P5	-0.0881259012228992	0.000483249394706864	-0.134929379759715	-0.0413224226860837	0.66108517195899
SF-295	AK P5	-0.0842762230002772	0.00647903032505684	-0.143527402160496	-0.0250250438400585	1
COLO 205	AK P5	-0.0844005274643512	0.00053839079157687	-0.129662924532625	-0.0391381303960772	0.736518602877158
MDA-MB-468	AK P5	-0.00646034568254968	0.876185947052567	-0.0976296204818294	0.08470892911673	1
A498	BI P5	-0.0631314072315709	0.000123060585548286	-0.0930726231362518	-0.0331901913268901	0.168346881030055
SW-620	BI P5	-0.06330223351043	0.000187473086717327	-0.0943340009985708	-0.0322704660222893	0.256463182629303
AGS	BI P5	-0.0646590119277667	0.000591920277660674	-0.0989614350041286	-0.0303565888514047	0.809746939839803
DU-145	BI P5	-0.0394565193665634	0.00320023005744848	-0.0648579755646597	-0.0140550631684671	1
UACC-62	BI P5	-0.0832994205127163	3.23170231036314e-05	-0.119163163471602	-0.0474356775538305	0.0442096876057678
SF-295	BI P5	-0.0710508380945917	0.00231151181055416	-0.115126939717079	-0.0269747364721042	1
COLO 205	BI P5	-0.119702029966233	1.62423522173044e-08	-0.153862185755816	-0.0855418741766497	2.22195378332724e-05
MDA-MB-468	BI P5	-0.0716455620135318	0.1455394774316	-0.173362476725305	0.0300713526982411	1
A498	CT P5	-0.0174008845104651	0.274129131484229	-0.0491318834952037	0.0143301144742734	1
SW-620	CT P5	-0.0275057558467936	0.0885681168485202	-0.0593582727614067	0.00434676106781948	1
AGS	CT P5	0.0288371382869174	0.0343637789937104	0.00227513939564084	0.055399137178194	1
DU-145	CT P5	-0.028619737125335	0.0307508028725046	-0.0544446297342975	-0.00279484451637246	1
UACC-62	CT P5	-0.0396046119630423	0.00884816902866332	-0.0686701443597672	-0.0105390795663173	1
SF-295	CT P5	-0.0094112645471881	0.60791146609079	-0.0462146016965992	0.027392072602223	1
COLO 205	CT P5	-0.0409271827969679	0.0210945258364531	-0.0753707009829925	-0.0064836646109433	1
